Postcode,Latitude,Longitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distance to sea,LSOA21 Code,Lower layer super output area 2021,MSOA21 Code,Middle layer super output area 2021,Census output area 2021
RG27BW,51.441068,-0.953283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1134,E01016370,Reading 016A,E02003404,Leighton Park,E00177239
RG27DA,51.436318,-0.949905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7552,E01016371,Reading 016B,E02003404,Leighton Park,E00082703
RG27DB,51.435101,-0.948629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6773,E01016371,Reading 016B,E02003404,Leighton Park,E00082703
RG27DD,51.437228,-0.947242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.931,E01016371,Reading 016B,E02003404,Leighton Park,E00082703
RG27DE,51.438829,-0.949277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0221,E01016370,Reading 016A,E02003404,Leighton Park,E00174473
RG27DF,51.434259,-0.946994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6482,E01016371,Reading 016B,E02003404,Leighton Park,E00082703
RG27DG,51.435818,-0.944354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8873,E01016371,Reading 016B,E02003404,Leighton Park,E00082703
RG27DH,51.437228,-0.947242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.931,E01016371,Reading 016B,E02003404,Leighton Park,E00082703
RG27DJ,51.434755,-0.94517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7565,E01016371,Reading 016B,E02003404,Leighton Park,E00082703
RG27DN,51.436561,-0.945056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.937,E01016371,Reading 016B,E02003404,Leighton Park,E00082703
RG27DP,51.430601,-0.944244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.381,E01016371,Reading 016B,E02003404,Leighton Park,E00082702
RG27DQ,51.434195,-0.944895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7107,E01016371,Reading 016B,E02003404,Leighton Park,E00082703
RG27DR,51.432405,-0.946792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4733,E01016371,Reading 016B,E02003404,Leighton Park,E00082709
RG27DS,51.429482,-0.945809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2199,E01016371,Reading 016B,E02003404,Leighton Park,E00082709
RG27DT,51.432468,-0.947826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4455,E01016371,Reading 016B,E02003404,Leighton Park,E00082709
RG27DU,51.429759,-0.94655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2225,E01016371,Reading 016B,E02003404,Leighton Park,E00082709
RG27DW,51.43511,-0.948657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6772,E01016371,Reading 016B,E02003404,Leighton Park,E00082703
RG27DX,51.43155,-0.944797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4554,E01016371,Reading 016B,E02003404,Leighton Park,E00082702
RG27DZ,51.431519,-0.947359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.368,E01016371,Reading 016B,E02003404,Leighton Park,E00082709
RG27EA,51.436288,-0.944688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9224,E01016371,Reading 016B,E02003404,Leighton Park,E00082703
RG27EB,51.437172,-0.94685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9383,E01016371,Reading 016B,E02003404,Leighton Park,E00082703
RG27ED,51.437229,-0.947222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9318,E01016371,Reading 016B,E02003404,Leighton Park,E00082703
RG27EE,51.430825,-0.947101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3086,E01016371,Reading 016B,E02003404,Leighton Park,E00082709
RG27EF,51.440584,-0.957495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9313,E01016370,Reading 016A,E02003404,Leighton Park,E00177239
RG27EG,51.429749,-0.947457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1917,E01016373,Reading 016C,E02003404,Leighton Park,E00082693
RG27EH,51.429016,-0.949934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0385,E01016373,Reading 016C,E02003404,Leighton Park,E00082693
RG27EJ,51.428545,-0.950548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9723,E01016373,Reading 016C,E02003404,Leighton Park,E00082692
RG27EL,51.428766,-0.951119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9752,E01016373,Reading 016C,E02003404,Leighton Park,E00082692
RG27EN,51.427727,-0.95061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8902,E01016373,Reading 016C,E02003404,Leighton Park,E00082694
RG27EP,51.427983,-0.947052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0325,E01016373,Reading 016C,E02003404,Leighton Park,E00082693
RG27EQ,51.429466,-0.94801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1458,E01016373,Reading 016C,E02003404,Leighton Park,E00082693
RG27ER,51.4288,-0.946918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1167,E01016373,Reading 016C,E02003404,Leighton Park,E00082693
RG27ES,51.441097,-0.957498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9818,E01016370,Reading 016A,E02003404,Leighton Park,E00177239
RG27ET,51.440167,-0.957102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9026,E01016370,Reading 016A,E02003404,Leighton Park,E00174478
RG27EU,51.439742,-0.957874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8361,E01016370,Reading 016A,E02003404,Leighton Park,E00177239
RG27EX,51.4392,-0.954505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8902,E01016370,Reading 016A,E02003404,Leighton Park,E00174478
RG27EY,51.439056,-0.955588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8414,E01016370,Reading 016A,E02003404,Leighton Park,E00174478
RG27EZ,51.440486,-0.95862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8858,E01016370,Reading 016A,E02003404,Leighton Park,E00177239
RG27HA,51.440699,-0.955306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0124,E01016370,Reading 016A,E02003404,Leighton Park,E00177239
RG27HB,51.440082,-0.955694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9391,E01016370,Reading 016A,E02003404,Leighton Park,E00174478
RG27HD,51.438186,-0.952682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.849,E01016370,Reading 016A,E02003404,Leighton Park,E00174478
RG27HE,51.440401,-0.954075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0223,E01016370,Reading 016A,E02003404,Leighton Park,E00177239
RG27HF,51.438063,-0.952129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8547,E01016370,Reading 016A,E02003404,Leighton Park,E00174478
RG27HG,51.435616,-0.950919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6534,E01016371,Reading 016B,E02003404,Leighton Park,E00082703
RG27HH,51.437521,-0.953882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7449,E01016370,Reading 016A,E02003404,Leighton Park,E00082704
RG27HJ,51.437785,-0.954221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.76,E01016370,Reading 016A,E02003404,Leighton Park,E00174478
RG27HL,51.437944,-0.954879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7545,E01016370,Reading 016A,E02003404,Leighton Park,E00174478
RG27HN,51.437374,-0.956461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6477,E01016370,Reading 016A,E02003404,Leighton Park,E00082704
RG27HP,51.436542,-0.955962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5817,E01016370,Reading 016A,E02003404,Leighton Park,E00082704
RG27HQ,51.435656,-0.95145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6401,E01016371,Reading 016B,E02003404,Leighton Park,E00082703
RG27HR,51.435207,-0.955489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4655,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082706
RG27HS,51.433774,-0.954169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3672,E01016370,Reading 016A,E02003404,Leighton Park,E00082708
RG27HT,51.436345,-0.955045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5918,E01016370,Reading 016A,E02003404,Leighton Park,E00082704
RG27HU,51.435473,-0.955022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5067,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082706
RG27HW,51.436773,-0.957625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5512,E01016415,Reading 016D,E02003404,Leighton Park,E00082913
RG27HX,51.434614,-0.954509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4388,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082706
RG27HY,51.436382,-0.957188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5266,E01016415,Reading 016D,E02003404,Leighton Park,E00082913
RG27JA,51.43385,-0.955442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3335,E01016371,Reading 016B,E02003404,Leighton Park,E00082712
RG27JD,51.438627,-0.953799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8564,E01016370,Reading 016A,E02003404,Leighton Park,E00174478
RG27JE,51.433673,-0.949735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5012,E01016371,Reading 016B,E02003404,Leighton Park,E00082703
RG27JF,51.433291,-0.951332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4117,E01016371,Reading 016B,E02003404,Leighton Park,E00082712
RG27JG,51.435548,-0.953452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5647,E01016370,Reading 016A,E02003404,Leighton Park,E00082708
RG27JH,51.436859,-0.954199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6696,E01016370,Reading 016A,E02003404,Leighton Park,E00082704
RG27JJ,51.437457,-0.954704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7122,E01016370,Reading 016A,E02003404,Leighton Park,E00082704
RG27JL,51.437154,-0.95507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6706,E01016370,Reading 016A,E02003404,Leighton Park,E00082704
RG27JN,51.436936,-0.954802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6578,E01016370,Reading 016A,E02003404,Leighton Park,E00082704
RG27JP,51.433416,-0.952264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3937,E01016371,Reading 016B,E02003404,Leighton Park,E00082712
RG27JR,51.432851,-0.9543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2722,E01016371,Reading 016B,E02003404,Leighton Park,E00082712
RG27JS,51.433343,-0.957243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2256,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082710
RG27JT,51.431889,-0.954543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1699,E01016371,Reading 016B,E02003404,Leighton Park,E00082713
RG27JU,51.431801,-0.956688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0918,E01016371,Reading 016B,E02003404,Leighton Park,E00082713
RG27JW,51.435211,-0.953964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.515,E01016370,Reading 016A,E02003404,Leighton Park,E00082708
RG27JX,51.433751,-0.9586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2222,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082710
RG27JY,51.435219,-0.958869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3582,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082705
RG27JZ,51.434944,-0.958271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3503,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082707
RG27LA,51.433705,-0.957465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2541,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082707
RG27LB,51.434527,-0.95887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.29,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082705
RG27LD,51.434915,-0.959049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3225,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082705
RG27LE,51.436059,-0.959325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4265,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082705
RG27LG,51.435222,-0.956164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4453,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082706
RG27LH,51.434903,-0.957711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3642,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082707
RG27LJ,51.434971,-0.95722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3866,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082707
RG27LL,51.434883,-0.956503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.401,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082707
RG27LN,51.433517,-0.95957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1681,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082710
RG27LP,51.436127,-0.952749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6443,E01016370,Reading 016A,E02003404,Leighton Park,E00082704
RG27LR,51.434547,-0.952022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5126,E01016371,Reading 016B,E02003404,Leighton Park,E00082712
RG27LU,51.4301,-0.955591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9602,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082691
RG27LW,51.433681,-0.960889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.142,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082705
RG27LX,51.431916,-0.948486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3699,E01016371,Reading 016B,E02003404,Leighton Park,E00082709
RG27LY,51.43194,-0.949104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.352,E01016373,Reading 016C,E02003404,Leighton Park,E00082689
RG27LZ,51.43093,-0.956909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9991,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082691
RG27NA,51.432766,-0.948999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4363,E01016371,Reading 016B,E02003404,Leighton Park,E00082709
RG27NB,51.43252,-0.950688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3571,E01016373,Reading 016C,E02003404,Leighton Park,E00082689
RG27ND,51.43133,-0.949248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2875,E01016373,Reading 016C,E02003404,Leighton Park,E00082689
RG27NE,51.430847,-0.950404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2024,E01016373,Reading 016C,E02003404,Leighton Park,E00082689
RG27NF,51.429674,-0.951084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0653,E01016373,Reading 016C,E02003404,Leighton Park,E00082689
RG27NG,51.431341,-0.950542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2463,E01016371,Reading 016B,E02003404,Leighton Park,E00082712
RG27NH,51.431351,-0.95245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.185,E01016373,Reading 016C,E02003404,Leighton Park,E00082689
RG27NJ,51.43115,-0.954258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1065,E01016371,Reading 016B,E02003404,Leighton Park,E00082713
RG27NL,51.430047,-0.957721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.886,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082691
RG27NN,51.429445,-0.96077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7285,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082695
RG27NP,51.429765,-0.957281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8726,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082691
RG27NQ,51.430348,-0.957095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9359,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082691
RG27NR,51.429726,-0.960993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.749,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082695
RG27NS,51.430196,-0.960292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8178,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082695
RG27NT,51.429893,-0.959474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8143,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082695
RG27NU,51.430784,-0.959675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8956,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082695
RG27NW,51.429592,-0.959054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7983,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082691
RG27NX,51.431088,-0.958459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9646,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082710
RG27NY,51.431246,-0.961088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8957,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082711
RG27NZ,51.431077,-0.956244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.035,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082691
RG27PA,51.432381,-0.95925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0664,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082711
RG27PB,51.432894,-0.961353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0496,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082711
RG27PD,51.432247,-0.958361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0818,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082710
RG27PE,51.431691,-0.960546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9569,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082711
RG27PH,51.429367,-0.962138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6769,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083046
RG27PJ,51.431386,-0.962653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8594,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083042
RG27PL,51.433578,-0.96246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0818,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082705
RG27PN,51.442358,-0.962686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9426,E01016376,Reading 014C,E02003402,Southampton Street & Redlands Road,E00082736
RG27PP,51.43859,-0.962835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.565,E01016377,Reading 017C,E02003405,Kennet Island & Green Park,E00082718
RG27PR,51.442784,-0.962116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0027,E01016415,Reading 016D,E02003404,Leighton Park,E00082911
RG27PS,51.44033,-0.9622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7572,E01016415,Reading 016D,E02003404,Leighton Park,E00082911
RG27PT,51.438523,-0.962348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5738,E01016415,Reading 016D,E02003404,Leighton Park,E00082911
RG27PU,51.435679,-0.963074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2697,E01016377,Reading 017C,E02003405,Kennet Island & Green Park,E00082718
RG27PW,51.440551,-0.962756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7615,E01016376,Reading 014C,E02003402,Southampton Street & Redlands Road,E00082740
RG27PX,51.435135,-0.962419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2368,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082705
RG27PY,51.436369,-0.961671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3824,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082705
RG27PZ,51.432189,-0.961944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9612,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082711
RG27QA,51.432862,-0.962749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0019,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083040
RG27QB,51.43042,-0.962157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7801,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083042
RG27QD,51.430333,-0.961555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7908,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082695
RG27QE,51.429828,-0.961379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7467,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082695
RG27QF,51.429992,-0.962598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7238,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083042
RG27QG,51.429225,-0.964342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5924,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083044
RG27QH,51.428734,-0.966841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4642,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083044
RG27QJ,51.428464,-0.968625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3809,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083045
RG27QL,51.428478,-0.966272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4571,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083044
