Postcode,Latitude,Longitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distance to sea,LSOA21 Code,Lower layer super output area 2021,MSOA21 Code,Middle layer super output area 2021,Census output area 2021
RG28TH,51.416615,-0.965029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3301,E01016439,Reading 018C,E02003406,Whitley Wood,E00083033
RG28TJ,51.416486,-0.965708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2953,E01016439,Reading 018C,E02003406,Whitley Wood,E00083033
RG28TL,51.415952,-0.967288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1916,E01016441,Reading 018E,E02003406,Whitley Wood,E00083036
RG28TN,51.416791,-0.967628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2629,E01016441,Reading 018E,E02003406,Whitley Wood,E00083036
RG28TP,51.417076,-0.967262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3028,E01016441,Reading 018E,E02003406,Whitley Wood,E00083036
RG28TQ,51.418975,-0.966515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5136,E01016439,Reading 018C,E02003406,Whitley Wood,E00083027
RG28TR,51.419266,-0.968924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4645,E01016439,Reading 018C,E02003406,Whitley Wood,E00177356
RG28TS,51.416665,-0.968609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2188,E01016439,Reading 018C,E02003406,Whitley Wood,E00177256
RG28TT,51.417362,-0.958958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6019,E01016440,Reading 018D,E02003406,Whitley Wood,E00083022
RG28TU,51.416734,-0.970362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.169,E01016439,Reading 018C,E02003406,Whitley Wood,E00083034
RG28TW,51.418519,-0.968869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3927,E01016439,Reading 018C,E02003406,Whitley Wood,E00177356
RG28TX,51.416068,-0.970262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1067,E01016439,Reading 018C,E02003406,Whitley Wood,E00177256
RG28TY,51.417959,-0.969558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3154,E01016439,Reading 018C,E02003406,Whitley Wood,E00083034
RG28TZ,51.418726,-0.9699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3799,E01016439,Reading 018C,E02003406,Whitley Wood,E00083034
RG28UA,51.414336,-0.96452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1233,E01016441,Reading 018E,E02003406,Whitley Wood,E00083037
RG28UB,51.414301,-0.965671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0822,E01016441,Reading 018E,E02003406,Whitley Wood,E00083037
RG28UD,51.414145,-0.963273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1454,E01016441,Reading 018E,E02003406,Whitley Wood,E00083035
RG28UE,51.415113,-0.963913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2192,E01016441,Reading 018E,E02003406,Whitley Wood,E00083023
RG28UF,51.414974,-0.965469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1548,E01016441,Reading 018E,E02003406,Whitley Wood,E00083037
RG28UG,51.413482,-0.96349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0734,E01016441,Reading 018E,E02003406,Whitley Wood,E00083037
RG28UH,51.416323,-0.964475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3195,E01016441,Reading 018E,E02003406,Whitley Wood,E00083023
RG28UJ,51.417075,-0.966227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3363,E01016439,Reading 018C,E02003406,Whitley Wood,E00083033
RG28UQ,51.413491,-0.965618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0046,E01016441,Reading 018E,E02003406,Whitley Wood,E00083038
RG28US,51.41462,-0.968166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0323,E01016441,Reading 018E,E02003406,Whitley Wood,E00083038
RG28UT,51.414693,-0.967244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0694,E01016441,Reading 018E,E02003406,Whitley Wood,E00083038
RG28WZ,51.431561,-0.971252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6042,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177279
RG29AA,51.416605,-0.93264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.415,E01032759,Wokingham 012H,E02003450,Shinfield,E00188536
RG29AB,51.407537,-0.94824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0046,E01035259,Wokingham 012I,E02003450,Shinfield,E00167034
RG29AD,51.406855,-0.947407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.967,E01035259,Wokingham 012I,E02003450,Shinfield,E00188417
RG29AE,51.412397,-0.931794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0392,E01032759,Wokingham 012H,E02003450,Shinfield,E00188536
RG29AF,51.413155,-0.937954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8994,E01032759,Wokingham 012H,E02003450,Shinfield,E00188536
RG29AG,51.411466,-0.943189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5569,E01032759,Wokingham 012H,E02003450,Shinfield,E00188349
RG29AH,51.411785,-0.946719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4677,E01032759,Wokingham 012H,E02003450,Shinfield,E00188349
RG29AJ,51.406576,-0.948348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9079,E01035259,Wokingham 012I,E02003450,Shinfield,E00167034
RG29AL,51.413643,-0.938245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9365,E01032759,Wokingham 012H,E02003450,Shinfield,E00188536
RG29AN,51.410661,-0.947708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3252,E01035259,Wokingham 012I,E02003450,Shinfield,E00167029
RG29AP,51.409927,-0.947035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.277,E01032759,Wokingham 012H,E02003450,Shinfield,E00084198
RG29AQ,51.412567,-0.947621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.513,E01032759,Wokingham 012H,E02003450,Shinfield,E00167030
RG29AR,51.410867,-0.945547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4186,E01035259,Wokingham 012I,E02003450,Shinfield,E00167029
RG29AS,51.411652,-0.947858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4162,E01032759,Wokingham 012H,E02003450,Shinfield,E00188349
RG29AT,51.405748,-0.948295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8296,E01035259,Wokingham 012I,E02003450,Shinfield,E00188417
RG29AU,51.403662,-0.949228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5961,E01035259,Wokingham 012I,E02003450,Shinfield,E00188417
RG29AW,51.411627,-0.946076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4742,E01032759,Wokingham 012H,E02003450,Shinfield,E00188349
RG29AX,51.419633,-0.951472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0711,E01016679,Wokingham 012D,E02003450,Shinfield,E00167045
RG29AY,51.421755,-0.947425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4126,E01016679,Wokingham 012D,E02003450,Shinfield,E00167045
RG29AZ,51.406572,-0.948981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8859,E01035259,Wokingham 012I,E02003450,Shinfield,E00167034
RG29BD,51.424196,-0.944924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7338,E01016680,Wokingham 012E,E02003450,Shinfield,E00084183
RG29BE,51.421399,-0.946709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4019,E01016680,Wokingham 012E,E02003450,Shinfield,E00084183
RG29BF,51.385113,-0.897503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.209,E01016611,Wokingham 018B,E02003456,Arborfield & Garrison,E00188424
RG29BG,51.423496,-0.94609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6267,E01016680,Wokingham 012E,E02003450,Shinfield,E00084183
RG29BH,51.384947,-0.897105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1917,E01016611,Wokingham 018B,E02003456,Arborfield & Garrison,E00188424
RG29BJ,51.423008,-0.944836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6211,E01016680,Wokingham 012E,E02003450,Shinfield,E00084183
RG29BL,51.422811,-0.94789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5,E01016680,Wokingham 012E,E02003450,Shinfield,E00084183
RG29BN,51.42137,-0.947577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3701,E01016679,Wokingham 012D,E02003450,Shinfield,E00167045
RG29BP,51.413102,-0.95014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4799,E01032759,Wokingham 012H,E02003450,Shinfield,E00167030
RG29BQ,51.399901,-0.953885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0733,E01035265,Wokingham 017G,E02003455,Spencers Wood & Swallowfield,E00084191
RG29BS,51.413282,-0.950015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5016,E01032759,Wokingham 012H,E02003450,Shinfield,E00167030
RG29BT,51.409976,-0.9485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.232,E01035259,Wokingham 012I,E02003450,Shinfield,E00167029
RG29BU,51.408193,-0.947247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1019,E01035259,Wokingham 012I,E02003450,Shinfield,E00188417
RG29BX,51.412082,-0.951538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3338,E01032759,Wokingham 012H,E02003450,Shinfield,E00188349
RG29BY,51.407964,-0.952788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8918,E01035260,Wokingham 012J,E02003450,Shinfield,E00167035
RG29BZ,51.412474,-0.946315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5482,E01032759,Wokingham 012H,E02003450,Shinfield,E00188349
RG29DA,51.411,-0.957421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0317,E01035265,Wokingham 017G,E02003455,Spencers Wood & Swallowfield,E00084191
RG29DB,51.410967,-0.956803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.049,E01035265,Wokingham 017G,E02003455,Spencers Wood & Swallowfield,E00084191
RG29DD,51.408271,-0.952775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.922,E01035259,Wokingham 012I,E02003450,Shinfield,E00167033
RG29DE,51.409071,-0.946839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2008,E01032759,Wokingham 012H,E02003450,Shinfield,E00084198
RG29DF,51.417102,-0.951041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8388,E01016679,Wokingham 012D,E02003450,Shinfield,E00167044
RG29DG,51.408939,-0.945189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2443,E01032759,Wokingham 012H,E02003450,Shinfield,E00084198
RG29DH,51.408262,-0.945894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1547,E01032759,Wokingham 012H,E02003450,Shinfield,E00084201
RG29DJ,51.407415,-0.945641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0815,E01032759,Wokingham 012H,E02003450,Shinfield,E00084201
RG29DL,51.406547,-0.9451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0162,E01032759,Wokingham 012H,E02003450,Shinfield,E00084201
RG29DN,51.409511,-0.943738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3492,E01032759,Wokingham 012H,E02003450,Shinfield,E00084201
RG29DP,51.408153,-0.949585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0185,E01035259,Wokingham 012I,E02003450,Shinfield,E00167033
RG29DQ,51.41304,-0.947237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5718,E01032759,Wokingham 012H,E02003450,Shinfield,E00167030
RG29DR,51.410182,-0.946353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3248,E01032759,Wokingham 012H,E02003450,Shinfield,E00084198
RG29DS,51.409441,-0.947938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1992,E01032759,Wokingham 012H,E02003450,Shinfield,E00084198
RG29DT,51.41017,-0.945074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3672,E01032759,Wokingham 012H,E02003450,Shinfield,E00084198
RG29DW,51.407042,-0.944211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0945,E01032759,Wokingham 012H,E02003450,Shinfield,E00084201
RG29DX,51.405887,-0.945612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9349,E01035259,Wokingham 012I,E02003450,Shinfield,E00188417
RG29DY,51.404941,-0.943498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9163,E01032759,Wokingham 012H,E02003450,Shinfield,E00188536
RG29DZ,51.4131,-0.946962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5869,E01032759,Wokingham 012H,E02003450,Shinfield,E00167030
RG29EA,51.405047,-0.941189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0062,E01032759,Wokingham 012H,E02003450,Shinfield,E00188536
RG29EB,51.405766,-0.945276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9347,E01032759,Wokingham 012H,E02003450,Shinfield,E00084201
RG29ED,51.413277,-0.946642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6149,E01032759,Wokingham 012H,E02003450,Shinfield,E00167030
RG29EE,51.404809,-0.945815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8238,E01035259,Wokingham 012I,E02003450,Shinfield,E00084203
RG29EF,51.404979,-0.944805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8749,E01032759,Wokingham 012H,E02003450,Shinfield,E00188536
RG29EG,51.405883,-0.946294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9111,E01035259,Wokingham 012I,E02003450,Shinfield,E00188417
RG29EH,51.404885,-0.94636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8125,E01035259,Wokingham 012I,E02003450,Shinfield,E00084203
RG29EJ,51.403766,-0.943913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7887,E01035259,Wokingham 012I,E02003450,Shinfield,E00084203
RG29EL,51.404341,-0.945841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7778,E01035259,Wokingham 012I,E02003450,Shinfield,E00084203
RG29EN,51.402869,-0.946133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.6257,E01035259,Wokingham 012I,E02003450,Shinfield,E00084203
RG29EP,51.400326,-0.949132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.2772,E01032759,Wokingham 012H,E02003450,Shinfield,E00188536
RG29ER,51.395651,-0.954392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6453,E01035265,Wokingham 017G,E02003455,Spencers Wood & Swallowfield,E00188482
RG29ES,51.399025,-0.953639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.997,E01035265,Wokingham 017G,E02003455,Spencers Wood & Swallowfield,E00084191
RG29ET,51.413192,-0.948197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5541,E01032759,Wokingham 012H,E02003450,Shinfield,E00167030
RG29EU,51.393827,-0.954591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4624,E01035265,Wokingham 017G,E02003455,Spencers Wood & Swallowfield,E00188482
RG29EW,51.413034,-0.94554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6287,E01032759,Wokingham 012H,E02003450,Shinfield,E00167030
RG29EX,51.395596,-0.960264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4394,E01035265,Wokingham 017G,E02003455,Spencers Wood & Swallowfield,E00188369
RG29EY,51.396433,-0.958442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5824,E01035265,Wokingham 017G,E02003455,Spencers Wood & Swallowfield,E00188482
RG29EZ,51.41253,-0.944488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6156,E01032759,Wokingham 012H,E02003450,Shinfield,E00167030
RG29FB,51.384847,-0.905677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1583,E01035268,Wokingham 018F,E02003456,Arborfield & Garrison,E00167049
RG29FD,51.386939,-0.903429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3959,E01035267,Wokingham 018E,E02003456,Arborfield & Garrison,E00167043
RG29FE,51.384117,-0.904516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0799,E01035268,Wokingham 018F,E02003456,Arborfield & Garrison,E00188355
RG29FF,51.383741,-0.903778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0399,E01035268,Wokingham 018F,E02003456,Arborfield & Garrison,E00188355
RG29FG,51.386059,-0.90447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2957,E01035267,Wokingham 018E,E02003456,Arborfield & Garrison,E00167043
RG29FH,51.38637,-0.905066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3288,E01035268,Wokingham 018F,E02003456,Arborfield & Garrison,E00167049
RG29FJ,51.417078,-0.950265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8624,E01016679,Wokingham 012D,E02003450,Shinfield,E00167044
RG29FL,51.418228,-0.95123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9422,E01016679,Wokingham 012D,E02003450,Shinfield,E00167044
RG29FN,51.418013,-0.951264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9201,E01016679,Wokingham 012D,E02003450,Shinfield,E00167044
RG29FP,51.418719,-0.952681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9418,E01016679,Wokingham 012D,E02003450,Shinfield,E00167045
RG29FQ,51.385924,-0.903467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2831,E01035267,Wokingham 018E,E02003456,Arborfield & Garrison,E00167043
RG29FR,51.418585,-0.949856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0228,E01016679,Wokingham 012D,E02003450,Shinfield,E00167045
RG29FS,51.417313,-0.949497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9109,E01016679,Wokingham 012D,E02003450,Shinfield,E00167040
RG29FT,51.418516,-0.949282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0352,E01016679,Wokingham 012D,E02003450,Shinfield,E00167045
RG29FU,51.413023,-0.942213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7408,E01032759,Wokingham 012H,E02003450,Shinfield,E00188536
RG29FW,51.415768,-0.954637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5891,E01016679,Wokingham 012D,E02003450,Shinfield,E00084186
RG29FX,51.423749,-0.944229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7135,E01016680,Wokingham 012E,E02003450,Shinfield,E00084183
RG29FY,51.409569,-0.943175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.374,E01032759,Wokingham 012H,E02003450,Shinfield,E00084201
RG29FZ,51.410412,-0.942926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.464,E01032759,Wokingham 012H,E02003450,Shinfield,E00084201
RG29GA,51.408799,-0.950477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0509,E01035259,Wokingham 012I,E02003450,Shinfield,E00167033
RG29GB,51.3789,-0.894664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5279,E01016611,Wokingham 018B,E02003456,Arborfield & Garrison,E00188374
RG29GD,51.412916,-0.943323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6926,E01032759,Wokingham 012H,E02003450,Shinfield,E00188349
RG29GE,51.387792,-0.889794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5312,E01016611,Wokingham 018B,E02003456,Arborfield & Garrison,E00188461
RG29GF,51.412947,-0.940806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7815,E01032759,Wokingham 012H,E02003450,Shinfield,E00188536
RG29GG,51.412298,-0.942618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6569,E01032759,Wokingham 012H,E02003450,Shinfield,E00188349
RG29GH,51.412776,-0.942722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6996,E01032759,Wokingham 012H,E02003450,Shinfield,E00188349
RG29GJ,51.385797,-0.887126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3195,E01016611,Wokingham 018B,E02003456,Arborfield & Garrison,E00188461
RG29GL,51.385717,-0.888191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3067,E01016611,Wokingham 018B,E02003456,Arborfield & Garrison,E00188461
RG29GN,51.384098,-0.906313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0737,E01035268,Wokingham 018F,E02003456,Arborfield & Garrison,E00167049
RG29GP,51.386592,-0.887466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4064,E01016611,Wokingham 018B,E02003456,Arborfield & Garrison,E00188461
RG29GQ,51.385668,-0.88677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3065,E01016611,Wokingham 018B,E02003456,Arborfield & Garrison,E00188461
RG29GR,51.386964,-0.89069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4361,E01016611,Wokingham 018B,E02003456,Arborfield & Garrison,E00188461
RG29GS,51.386553,-0.88626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4066,E01016611,Wokingham 018B,E02003456,Arborfield & Garrison,E00188461
RG29GT,51.385064,-0.887603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2364,E01016611,Wokingham 018B,E02003456,Arborfield & Garrison,E00188461
RG29GU,51.385295,-0.888187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2598,E01016611,Wokingham 018B,E02003456,Arborfield & Garrison,E00188461
RG29GW,51.38584,-0.888777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3182,E01016611,Wokingham 018B,E02003456,Arborfield & Garrison,E00188461
